CNF File Name: cnf/4.cnf
Random number seed value: 1444616223.0
Number of runs: 30
Number of fitness evaluations per run: 10000
Population size: 500
Lambda: 250
K value for survival: 300
K value for parents: 300
N convergence number: 5

Results log

Run: 0
500	931	967
750	932	973
1000	932	973
1250	932	973
1500	932	973
1750	932	964
2000	931	964
2250	931	964
2500	931	959
2750	931	959
3000	930	964
3250	930	964
3500	931	959
3750	930	959
4000	930	959
4250	930	966
4500	930	966
4750	930	966
5000	930	967
5250	930	967
5500	929	967
5750	929	967
6000	929	967
6250	930	959
6500	931	959
6750	931	961
7000	931	961
7250	931	961
7500	931	966
7750	931	966
8000	931	966
8250	930	966
8500	930	962
8750	929	962
9000	929	962
9250	929	962
9500	929	961
9750	929	962
10000	929	961


Run: 1
500	931	960
750	931	967
1000	931	962
1250	931	962
1500	930	962
1750	930	962
2000	931	961
2250	931	967
2500	930	967
2750	931	967
3000	931	967
3250	931	967
3500	931	967
3750	930	964
4000	931	960
4250	931	961
4500	931	971
4750	931	971
5000	931	967
5250	930	967
5500	931	967
5750	931	967
6000	932	967
6250	932	963
6500	932	963
6750	932	963
7000	932	963
7250	932	960
7500	932	960
7750	932	960
8000	932	959
8250	932	960
8500	932	960
8750	931	960
9000	932	960
9250	931	960
9500	932	960
9750	932	961
10000	931	960


Run: 2
500	931	962
750	932	962
1000	932	962
1250	932	957
1500	932	963
1750	932	963
2000	931	963
2250	931	962
2500	931	964
2750	931	959
3000	931	961
3250	931	958
3500	931	960
3750	931	969
4000	931	969
4250	931	969
4500	931	969
4750	930	969
5000	931	969
5250	931	969
5500	931	959
5750	930	959
6000	930	959
6250	931	959
6500	931	958
6750	931	960
7000	931	960
7250	931	960
7500	931	962
7750	931	968
8000	931	968
8250	931	968
8500	931	968
8750	931	962
9000	930	961
9250	930	961
9500	931	961
9750	931	960
10000	931	965


Run: 3
500	931	959
750	931	959
1000	932	963
1250	931	959
1500	931	959
1750	931	959
2000	931	957
2250	930	957
2500	930	963
